Output,Accuracy
"['Citynight_001.jpg', 'Citynight_004.jpg', 'Sculpt_153.jpg', 'Feasts_189.jpg', 'Stalactite_026.jpg', 'Feasts_057.jpg', 'Citynight_100.jpg', 'Sculpt_073.jpg', 'SubSea_168.jpg', 'Owls_057.jpg', 'Car_064.jpg']",0.2
"['Citynight_002.jpg', 'Surfs_053.jpg', 'Planet_146.jpg', 'Sunset_043.jpg', 'Sunset_090.jpg', 'Owls_123.jpg', 'Citynight_195.jpg', 'Sky_149.jpg', 'Owls_004.jpg', 'Sky_048.jpg', 'Citynight_200.jpg']",0.2
"['Citynight_003.jpg', 'Citynight_007.jpg', 'Plane_157.jpg', 'Citynight_191.jpg', 'Sky_021.jpg', 'Sunset_171.jpg', 'Sunset_090.jpg', 'Masks_188.jpg', 'Archit_184.jpg', 'Citynight_040.jpg', 'Citynight_193.jpg']",0.4
"['Citynight_004.jpg', 'Sculpt_153.jpg', 'Citynight_001.jpg', 'Citynight_100.jpg', 'Citynight_114.jpg', 'Feasts_057.jpg', 'Satelliteimage_020.jpg', 'Stalactite_026.jpg', 'Sculpt_073.jpg', 'SubSea_166.jpg', 'Flower_063.jpg']",0.3
"['Citynight_005.jpg', 'Citynight_109.jpg', 'Tiger_070.jpg', 'Feasts_090.jpg', 'Masks_034.jpg', 'Feasts_055.jpg', 'Volleyball_153.jpg', 'Pumpkin_100.jpg', 'Basketball_188.jpg', 'Group_169.jpg', 'Tiger_079.jpg']",0.1
"['Citynight_006.jpg', 'Sky_011.jpg', 'Desert_043.jpg', 'Mountain_129.jpg', 'Car_129.jpg', 'Plane_142.jpg', 'Sunflower_006.jpg', 'RacingMotor_191.jpg', 'Desert_010.jpg', 'Archit_166.jpg', 'Sunset_114.jpg']",0.0
"['Citynight_007.jpg', 'Citynight_003.jpg', 'Plane_157.jpg', 'Sunset_171.jpg', 'Masks_188.jpg', 'Sky_021.jpg', 'Sunset_090.jpg', 'Archit_184.jpg', 'Sunset_176.jpg', 'Eagle_040.jpg', 'Bus_036.jpg']",0.1
"['Citynight_008.jpg', 'Grass_057.jpg', 'Desert_160.jpg', 'Grass_067.jpg', 'Archit_174.jpg', 'Ship_065.jpg', 'Ship_191.jpg', 'Desert_131.jpg', 'Feasts_096.jpg', 'Mountain_053.jpg', 'Citynight_074.jpg']",0.1
"['Citynight_009.jpg', 'Feasts_081.jpg', 'Group_175.jpg', 'Lion_082.jpg', 'Sculpt_033.jpg', 'Tiger_010.jpg', 'Waterfall_116.jpg', 'ClassicalPainting_068.jpg', 'Grass_164.jpg', 'Feasts_004.jpg', 'Sculpt_054.jpg']",0.0
"['Citynight_010.jpg', 'Citynight_053.jpg', 'Desert_018.jpg', 'Citynight_049.jpg', 'Citynight_016.jpg', 'Feasts_171.jpg', 'Citynight_011.jpg', 'Masks_059.jpg', 'Owls_091.jpg', 'Citynight_145.jpg', 'Tiger_134.jpg']",0.5
"['Citynight_011.jpg', 'Citynight_178.jpg', 'Baseball_028.jpg', 'Citynight_120.jpg', 'Citynight_163.jpg', 'Grass_094.jpg', 'Desert_018.jpg', 'Ship_160.jpg', 'Beach_120.jpg', 'Citynight_049.jpg', 'Citynight_013.jpg']",0.5
"['Citynight_012.jpg', 'Eagle_116.jpg', 'Eagle_056.jpg', 'Eagle_049.jpg', 'Plane_062.jpg', 'Eagle_133.jpg', 'Eagle_158.jpg', 'Desert_009.jpg', 'Eagle_053.jpg', 'Eagle_089.jpg', 'Castle_194.jpg']",0.0
"['Citynight_013.jpg', 'Citynight_178.jpg', 'Ship_064.jpg', 'Beach_120.jpg', 'Pumpkin_106.jpg', 'Archit_028.jpg', 'Sunset_152.jpg', 'Citynight_070.jpg', 'Mountain_067.jpg', 'DeerAntelope_061.jpg', 'Lion_086.jpg']",0.2
"['Citynight_014.jpg', 'Citynight_160.jpg', 'Citynight_070.jpg', 'Volleyball_165.jpg', 'Citynight_053.jpg', 'Citynight_141.jpg', 'Citynight_102.jpg', 'Citynight_188.jpg', 'Tennis_028.jpg', 'Citynight_013.jpg', 'Sunset_152.jpg']",0.7
"['Citynight_015.jpg', 'Masks_029.jpg', 'Citynight_113.jpg', 'ClassicalPainting_119.jpg', 'Citynight_125.jpg', 'Citynight_116.jpg', 'Citynight_102.jpg', 'Basketball_198.jpg', 'Indoor_102.jpg', 'ClassicalPainting_104.jpg', 'Waterfall_154.jpg']",0.4
"['Citynight_016.jpg', 'Citynight_010.jpg', 'DeerAntelope_034.jpg', 'Desert_018.jpg', 'Grass_094.jpg', 'Pumpkin_153.jpg', 'DeerAntelope_025.jpg', 'Basketball_174.jpg', 'Baseball_028.jpg', 'Feasts_171.jpg', 'Citynight_120.jpg']",0.2
"['Citynight_017.jpg', 'Grass_169.jpg', 'Citynight_010.jpg', 'Waterfall_154.jpg', 'Citynight_076.jpg', 'Beach_152.jpg', 'Surfs_079.jpg', 'Surfs_051.jpg', 'Grass_094.jpg', 'Ship_141.jpg', 'Indoor_196.jpg']",0.2
"['Citynight_018.jpg', 'Car_099.jpg', 'Bus_180.jpg', 'Car_060.jpg', 'Group_109.jpg', 'Model_158.jpg', 'Group_077.jpg', 'Basketball_189.jpg', 'Archit_115.jpg', 'Feasts_084.jpg', 'Group_146.jpg']",0.0
"['Citynight_019.jpg', 'Stalactite_015.jpg', 'ClassicalPainting_134.jpg', 'Grass_165.jpg', 'Owls_169.jpg', 'Indoor_153.jpg', 'Pumpkin_063.jpg', 'Basketball_199.jpg', 'Group_129.jpg', 'Stalactite_094.jpg', 'Indoor_123.jpg']",0.0
"['Citynight_020.jpg', 'Desert_064.jpg', 'RacingMotor_164.jpg', 'Sculpt_015.jpg', 'Sunflower_076.jpg', 'Castle_102.jpg', 'Feasts_115.jpg', 'F1_164.jpg', 'F1_072.jpg', 'Waterfall_052.jpg', 'Penguin_127.jpg']",0.0
"['Citynight_021.jpg', 'Masks_183.jpg', 'SubSea_057.jpg', 'SubSea_140.jpg', 'Owls_186.jpg', 'Masks_144.jpg', 'Billiardsball_193.jpg', 'Planet_119.jpg', 'Planet_073.jpg', 'Owls_035.jpg', 'Billiardsball_199.jpg']",0.0
"['Citynight_022.jpg', 'Citynight_182.jpg', 'Citynight_037.jpg', 'Planet_171.jpg', 'Indoor_124.jpg', 'Owls_025.jpg', 'Feasts_020.jpg', 'Citynight_095.jpg', 'Citynight_180.jpg', 'Billiardsball_195.jpg', 'Citynight_145.jpg']",0.5
"['Citynight_023.jpg', 'Doors_146.jpg', 'Citynight_068.jpg', 'Indoor_156.jpg', 'Flower_035.jpg', 'Indoor_122.jpg', 'Citynight_138.jpg', 'Feasts_136.jpg', 'Doors_112.jpg', 'Group_001.jpg', 'Indoor_151.jpg']",0.2
"['Citynight_024.jpg', 'Pumpkin_027.jpg', 'Doors_171.jpg', 'Group_141.jpg', 'Pumpkin_022.jpg', 'Grass_056.jpg', 'Desert_065.jpg', 'Sculpt_164.jpg', 'Castle_111.jpg', 'Archit_138.jpg', 'Lion_174.jpg']",0.0
"['Citynight_025.jpg', 'Feasts_047.jpg', 'Citynight_189.jpg', 'Planet_079.jpg', 'Citynight_169.jpg', 'Planet_151.jpg', 'Sunset_085.jpg', 'Planet_082.jpg', 'Surfs_011.jpg', 'Citynight_066.jpg', 'Sunset_022.jpg']",0.3
"['Citynight_026.jpg', 'Tiger_146.jpg', 'BWimage_016.jpg', 'Desert_081.jpg', 'Masks_071.jpg', 'Owls_032.jpg', 'Sunset_153.jpg', 'Owls_097.jpg', 'Surfs_103.jpg', 'Tiger_139.jpg', 'Surfs_082.jpg']",0.0
"['Citynight_027.jpg', 'Plane_162.jpg', 'Archit_098.jpg', 'Sunset_016.jpg', 'Citynight_177.jpg', 'Sunset_100.jpg', 'Tennis_013.jpg', 'Citynight_187.jpg', 'Dog_007.jpg', 'Sunset_136.jpg', 'Citynight_036.jpg']",0.3
"['Citynight_028.jpg', 'Citynight_076.jpg', 'Castle_128.jpg', 'Citynight_143.jpg', 'Ship_196.jpg', 'Masks_099.jpg', 'Citynight_043.jpg', 'Beach_011.jpg', 'Feasts_012.jpg', 'ClassicalPainting_030.jpg', 'DeerAntelope_036.jpg']",0.3
"['Citynight_029.jpg', 'Planet_124.jpg', 'Citynight_173.jpg', 'Citynight_104.jpg', 'Citynight_198.jpg', 'Planet_050.jpg', 'Owls_151.jpg', 'Citynight_124.jpg', 'Citynight_166.jpg', 'Sunset_164.jpg', 'Sunset_161.jpg']",0.5
"['Citynight_030.jpg', 'Citynight_056.jpg', 'Stalactite_135.jpg', 'Desert_081.jpg', 'Sunset_086.jpg', 'Sunset_074.jpg', 'Car_056.jpg', 'Indoor_162.jpg', 'Flower_063.jpg', 'Flower_192.jpg', 'Citynight_026.jpg']",0.2
"['Citynight_031.jpg', 'Flower_005.jpg', 'Planet_015.jpg', 'Owls_099.jpg', 'Flower_083.jpg', 'Planet_135.jpg', 'Planet_168.jpg', 'Owls_094.jpg', 'Feasts_061.jpg', 'Archit_098.jpg', 'Citynight_088.jpg']",0.1
"['Citynight_032.jpg', 'Owls_075.jpg', 'Owls_089.jpg', 'Owls_092.jpg', 'Owls_109.jpg', 'Owls_081.jpg', 'Owls_098.jpg', 'Citynight_039.jpg', 'Owls_111.jpg', 'Owls_107.jpg', 'Owls_095.jpg']",0.1
"['Citynight_033.jpg', 'Archit_010.jpg', 'Indoor_075.jpg', 'Group_163.jpg', 'SubSea_097.jpg', 'Sculpt_157.jpg', 'Sunset_134.jpg', 'SubSea_070.jpg', 'ClassicalPainting_195.jpg', 'ClassicalPainting_194.jpg', 'Sky_184.jpg']",0.0
"['Citynight_034.jpg', 'Planet_103.jpg', 'Desert_053.jpg', 'Waterfall_054.jpg', 'Planet_015.jpg', 'Owls_104.jpg', 'Flower_068.jpg', 'Citynight_127.jpg', 'Pumpkin_192.jpg', 'Owls_082.jpg', 'Masks_062.jpg']",0.1
"['Citynight_035.jpg', 'Model_032.jpg', 'Cropcycle_105.jpg', 'Satelliteimage_025.jpg', 'Stalactite_014.jpg', 'ClassicalPainting_188.jpg', 'Billiardsball_178.jpg', 'Model_197.jpg', 'F1_152.jpg', 'Doors_180.jpg', 'Flower_069.jpg']",0.0
"['Citynight_036.jpg', 'Owls_007.jpg', 'Plane_162.jpg', 'Stalactite_173.jpg', 'Sunset_075.jpg', 'Dog_007.jpg', 'Plane_193.jpg', 'Citynight_177.jpg', 'Tiger_197.jpg', 'RacingMotor_192.jpg', 'Citynight_194.jpg']",0.2
"['Citynight_037.jpg', 'Elephant_017.jpg', 'Owls_025.jpg', 'Waterfall_008.jpg', 'Citynight_182.jpg', 'Indoor_124.jpg', 'Citynight_022.jpg', 'Masks_133.jpg', 'Owls_012.jpg', 'Owls_199.jpg', 'Masks_124.jpg']",0.2
"['Citynight_038.jpg', 'Flower_013.jpg', 'Satelliteimage_022.jpg', 'Sunset_151.jpg', 'Owls_053.jpg', 'Citynight_088.jpg', 'Flower_014.jpg', 'Desert_080.jpg', 'Masks_158.jpg', 'Feasts_170.jpg', 'Sculpt_128.jpg']",0.1
"['Citynight_039.jpg', 'Owls_077.jpg', 'Owls_081.jpg', 'SubSea_110.jpg', 'Owls_100.jpg', 'Planet_157.jpg', 'Owls_111.jpg', 'Owls_095.jpg', 'Planet_161.jpg', 'Owls_109.jpg', 'Owls_098.jpg']",0.0
"['Citynight_040.jpg', 'Plane_027.jpg', 'Citynight_191.jpg', 'Masks_134.jpg', 'Billiardsball_192.jpg', 'Citynight_003.jpg', 'Citynight_193.jpg', 'SubSea_121.jpg', 'Citynight_117.jpg', 'Sky_021.jpg', 'Sunflower_199.jpg']",0.4
"['Citynight_041.jpg', 'Group_135.jpg', 'Sculpt_146.jpg', 'Owls_063.jpg', 'Citynight_183.jpg', 'Citynight_063.jpg', 'Citynight_065.jpg', 'Feasts_125.jpg', 'Basketball_180.jpg', 'Owls_065.jpg', 'Tiger_076.jpg']",0.3
"['Citynight_042.jpg', 'Ship_024.jpg', 'SubSea_025.jpg', 'Ship_043.jpg', 'Ship_198.jpg', 'SubSea_071.jpg', 'Ship_039.jpg', 'Grass_073.jpg', 'Beach_014.jpg', 'Ship_146.jpg', 'Eagle_113.jpg']",0.0
"['Citynight_043.jpg', 'ClassicalPainting_030.jpg', 'ClassicalPainting_117.jpg', 'Sculpt_021.jpg', 'Citynight_028.jpg', 'Feasts_103.jpg', 'Beach_103.jpg', 'Castle_128.jpg', 'Stalactite_045.jpg', 'Owls_047.jpg', 'Masks_099.jpg']",0.1
"['Citynight_044.jpg', 'Mountain_032.jpg', 'Archit_164.jpg', 'Waterfall_155.jpg', 'Soccer_185.jpg', 'Sunset_099.jpg', 'Beach_128.jpg', 'Dog_148.jpg', 'Citynight_105.jpg', 'Sky_071.jpg', 'Dog_046.jpg']",0.1
"['Citynight_045.jpg', 'Surfs_086.jpg', 'Owls_038.jpg', 'Indoor_172.jpg', 'Citynight_078.jpg', 'Masks_049.jpg', 'Archit_183.jpg', 'DeerAntelope_102.jpg', 'Surfs_075.jpg', 'Indoor_196.jpg', 'Citynight_143.jpg']",0.2
"['Citynight_046.jpg', 'Grass_161.jpg', 'ClassicalPainting_030.jpg', 'Lion_172.jpg', 'Car_165.jpg', 'Castle_061.jpg', 'Stalactite_106.jpg', 'Citynight_116.jpg', 'ClassicalPainting_099.jpg', 'Waterfall_034.jpg', 'Mountain_042.jpg']",0.1
"['Citynight_047.jpg', 'Eagle_003.jpg', 'Volleyball_142.jpg', 'Surfs_103.jpg', 'Citynight_048.jpg', 'Tiger_139.jpg', 'Plane_068.jpg', 'Archit_057.jpg', 'ClassicalPainting_014.jpg', 'Sunset_153.jpg', 'Model_129.jpg']",0.1
"['Citynight_048.jpg', 'Sunset_065.jpg', 'Mountain_195.jpg', 'Citynight_047.jpg', 'Sky_085.jpg', 'Flower_092.jpg', 'ClassicalPainting_079.jpg', 'Sky_152.jpg', 'Beach_007.jpg', 'Sky_161.jpg', 'Penguin_087.jpg']",0.1
"['Citynight_049.jpg', 'Feasts_171.jpg', 'Indoor_104.jpg', 'Stalactite_105.jpg', 'Feasts_051.jpg', 'Citynight_196.jpg', 'ClassicalPainting_033.jpg', 'ClassicalPainting_013.jpg', 'Penguin_123.jpg', 'Stalactite_125.jpg', 'Citynight_145.jpg']",0.2
"['Citynight_050.jpg', 'Indoor_153.jpg', 'Citynight_109.jpg', 'Feasts_090.jpg', 'Bus_148.jpg', 'Feasts_055.jpg', 'Masks_117.jpg', 'Beach_013.jpg', 'Castle_061.jpg', 'Grass_066.jpg', 'Masks_025.jpg']",0.1
"['Citynight_051.jpg', 'Planet_042.jpg', 'Planet_006.jpg', 'Model_115.jpg', 'Planet_096.jpg', 'Dog_090.jpg', 'Masks_111.jpg', 'Masks_199.jpg', 'Planet_059.jpg', 'Archit_006.jpg', 'Planet_194.jpg']",0.0
"['Citynight_052.jpg', 'Citynight_022.jpg', 'Feasts_125.jpg', 'Owls_070.jpg', 'Planet_171.jpg', 'Flower_195.jpg', 'Feasts_020.jpg', 'Citynight_041.jpg', 'Citynight_135.jpg', 'Pumpkin_111.jpg', 'Feasts_024.jpg']",0.3
"['Citynight_053.jpg', 'Citynight_010.jpg', 'Waterfall_154.jpg', 'Citynight_120.jpg', 'Citynight_180.jpg', 'Citynight_016.jpg', 'Grass_154.jpg', 'Citynight_014.jpg', 'Citynight_178.jpg', 'Citynight_141.jpg', 'DeerAntelope_027.jpg']",0.7
"['Citynight_054.jpg', 'Grass_102.jpg', 'Citynight_170.jpg', 'Citynight_123.jpg', 'Owls_108.jpg', 'SubSea_176.jpg', 'Waterfall_055.jpg', 'Owls_117.jpg', 'Feasts_080.jpg', 'Indoor_071.jpg', 'Ship_169.jpg']",0.2
"['Citynight_055.jpg', 'Group_113.jpg', 'SubSea_078.jpg', 'Owls_086.jpg', 'Pumpkin_086.jpg', 'DeerAntelope_083.jpg', 'Pumpkin_156.jpg', 'Satelliteimage_019.jpg', 'Flower_156.jpg', 'ClassicalPainting_137.jpg', 'Feasts_088.jpg']",0.0
"['Citynight_056.jpg', 'Citynight_030.jpg', 'Sculpt_073.jpg', 'Sunset_074.jpg', 'Sunset_111.jpg', 'Beach_116.jpg', 'Stalactite_135.jpg', 'Surfs_059.jpg', 'Car_056.jpg', 'Desert_081.jpg', 'Satelliteimage_020.jpg']",0.1
"['Citynight_057.jpg', 'Sculpt_072.jpg', 'Waterfall_046.jpg', 'Citynight_149.jpg', 'Indoor_064.jpg', 'Feasts_133.jpg', 'Indoor_154.jpg', 'Group_058.jpg', 'Feasts_033.jpg', 'Stalactite_098.jpg', 'Feasts_106.jpg']",0.1
"['Citynight_058.jpg', 'SubSea_112.jpg', 'Sunset_193.jpg', 'Billiardsball_187.jpg', 'Sky_094.jpg', 'Cartoon_160.jpg', 'DeerAntelope_052.jpg', 'Dog_041.jpg', 'Cartoon_154.jpg', 'SubSea_001.jpg', 'ClassicalPainting_151.jpg']",0.0
"['Citynight_059.jpg', 'Indoor_032.jpg', 'ClassicalPainting_024.jpg', 'Citynight_162.jpg', 'ClassicalPainting_085.jpg', 'Stalactite_114.jpg', 'Castle_128.jpg', 'ClassicalPainting_030.jpg', 'Indoor_155.jpg', 'Owls_030.jpg', 'ClassicalPainting_117.jpg']",0.1
"['Citynight_060.jpg', 'Doors_098.jpg', 'Sculpt_137.jpg', 'Model_149.jpg', 'Model_019.jpg', 'Stalactite_032.jpg', 'Group_035.jpg', 'ClassicalPainting_089.jpg', 'Flower_076.jpg', 'Dog_114.jpg', 'ClassicalPainting_166.jpg']",0.0
"['Citynight_061.jpg', 'Sculpt_072.jpg', 'Feasts_141.jpg', 'Feasts_042.jpg', 'Citynight_028.jpg', 'ClassicalPainting_129.jpg', 'Billiardsball_196.jpg', 'Indoor_102.jpg', 'Indoor_141.jpg', 'ClassicalPainting_119.jpg', 'Masks_038.jpg']",0.1
"['Citynight_062.jpg', 'DeerAntelope_061.jpg', 'Pumpkin_068.jpg', 'Masks_086.jpg', 'Basketball_180.jpg', 'Masks_123.jpg', 'Citynight_013.jpg', 'Lion_145.jpg', 'Tiger_076.jpg', 'DeerAntelope_025.jpg', 'Tiger_104.jpg']",0.1
"['Citynight_063.jpg', 'Basketball_180.jpg', 'Citynight_065.jpg', 'Group_135.jpg', 'Citynight_041.jpg', 'Feasts_180.jpg', 'Citynight_170.jpg', 'Citynight_013.jpg', 'Feasts_125.jpg', 'DeerAntelope_040.jpg', 'Citynight_185.jpg']",0.5
"['Citynight_064.jpg', 'Citynight_100.jpg', 'Citynight_001.jpg', 'Sculpt_153.jpg', 'Masks_177.jpg', 'SubSea_166.jpg', 'Citynight_004.jpg', 'Feasts_057.jpg', 'Planet_168.jpg', 'Satelliteimage_023.jpg', 'Citynight_091.jpg']",0.4
"['Citynight_065.jpg', 'Citynight_063.jpg', 'Group_135.jpg', 'Citynight_041.jpg', 'Bus_115.jpg', 'DeerAntelope_040.jpg', 'Sculpt_146.jpg', 'Feasts_125.jpg', 'Pumpkin_106.jpg', 'Feasts_015.jpg', 'Basketball_180.jpg']",0.2
"['Citynight_066.jpg', 'Surfs_011.jpg', 'Citynight_169.jpg', 'Citynight_025.jpg', 'SubSea_151.jpg', 'Feasts_047.jpg', 'Citynight_189.jpg', 'Planet_151.jpg', 'Penguin_187.jpg', 'Sunset_147.jpg', 'Sunset_085.jpg']",0.3
"['Citynight_067.jpg', 'Model_124.jpg', 'Stalactite_012.jpg', 'Masks_120.jpg', 'ClassicalPainting_184.jpg', 'Stalactite_080.jpg', 'Stalactite_105.jpg', 'Owls_014.jpg', 'Stalactite_008.jpg', 'Stalactite_198.jpg', 'Stalactite_077.jpg']",0.0
"['Citynight_068.jpg', 'Citynight_023.jpg', 'Indoor_153.jpg', 'Feasts_038.jpg', 'Beach_013.jpg', 'Grass_152.jpg', 'DeerAntelope_077.jpg', 'Desert_117.jpg', 'Desert_136.jpg', 'Citynight_050.jpg', 'Mountain_166.jpg']",0.2
"['Citynight_069.jpg', 'Sunset_026.jpg', 'Masks_058.jpg', 'Stalactite_088.jpg', 'Soccer_156.jpg', 'Owls_091.jpg', 'Tiger_080.jpg', 'Surfs_075.jpg', 'Group_176.jpg', 'Lion_086.jpg', 'Masks_059.jpg']",0.0
"['Citynight_070.jpg', 'Sunset_152.jpg', 'Citynight_013.jpg', 'Volleyball_165.jpg', 'Citynight_014.jpg', 'Car_005.jpg', 'Citynight_160.jpg', 'Tennis_035.jpg', 'Tennis_033.jpg', 'Beach_026.jpg', 'Castle_068.jpg']",0.3
"['Citynight_071.jpg', 'ClassicalPainting_091.jpg', 'Waterfall_132.jpg', 'Penguin_193.jpg', 'Waterfall_033.jpg', 'Bus_152.jpg', 'Sculpt_012.jpg', 'Model_169.jpg', 'Tennis_035.jpg', 'Citynight_179.jpg', 'Bus_121.jpg']",0.1
"['Citynight_072.jpg', 'Desert_025.jpg', 'Doors_078.jpg', 'Desert_110.jpg', 'Doors_023.jpg', 'Castle_173.jpg', 'Sculpt_046.jpg', 'Model_075.jpg', 'Indoor_129.jpg', 'Doors_082.jpg', 'Doors_040.jpg']",0.0
"['Citynight_073.jpg', 'Owls_110.jpg', 'Stalactite_071.jpg', 'Owls_053.jpg', 'Flower_005.jpg', 'Planet_039.jpg', 'Masks_121.jpg', 'Masks_146.jpg', 'Owls_115.jpg', 'Planet_158.jpg', 'ClassicalPainting_008.jpg']",0.0
"['Citynight_074.jpg', 'Sunset_157.jpg', 'Grass_057.jpg', 'Castle_023.jpg', 'Grass_006.jpg', 'Dog_096.jpg', 'Ship_191.jpg', 'Citynight_164.jpg', 'Tennis_026.jpg', 'Surfs_142.jpg', 'Grass_199.jpg']",0.1
"['Citynight_075.jpg', 'Sunflower_015.jpg', 'Archit_145.jpg', 'Sculpt_019.jpg', 'Sky_059.jpg', 'Sunset_082.jpg', 'Lion_143.jpg', 'Sky_050.jpg', 'DeerAntelope_195.jpg', 'Eagle_062.jpg', 'DeerAntelope_065.jpg']",0.0
"['Citynight_076.jpg', 'Citynight_028.jpg', 'Citynight_143.jpg', 'Ship_196.jpg', 'Masks_059.jpg', 'ClassicalPainting_120.jpg', 'Pumpkin_118.jpg', 'Indoor_105.jpg', 'Masks_099.jpg', 'ClassicalPainting_128.jpg', 'Baseball_028.jpg']",0.2
"['Citynight_077.jpg', 'Sunset_191.jpg', 'Planet_082.jpg', 'Planet_151.jpg', 'Citynight_158.jpg', 'Sky_154.jpg', 'Owls_198.jpg', 'Planet_150.jpg', 'Planet_148.jpg', 'Sunset_048.jpg', 'Tiger_152.jpg']",0.1
"['Citynight_078.jpg', 'Owls_038.jpg', 'Desert_089.jpg', 'Satelliteimage_037.jpg', 'Archit_052.jpg', 'Archit_127.jpg', 'Lion_166.jpg', 'Surfs_048.jpg', 'Lion_156.jpg', 'Lion_110.jpg', 'Cropcycle_176.jpg']",0.0
"['Citynight_079.jpg', 'Billiardsball_180.jpg', 'ClassicalPainting_003.jpg', 'Owls_086.jpg', 'Group_002.jpg', 'Masks_148.jpg', 'Stalactite_131.jpg', 'Stalactite_080.jpg', 'Stalactite_035.jpg', 'Tiger_180.jpg', 'Feasts_051.jpg']",0.0
"['Citynight_080.jpg', 'ClassicalPainting_152.jpg', 'ClassicalPainting_146.jpg', 'ClassicalPainting_149.jpg', 'Indoor_025.jpg', 'Flower_032.jpg', 'Doors_131.jpg', 'Billiardsball_003.jpg', 'SubSea_091.jpg', 'ClassicalPainting_098.jpg', 'ClassicalPainting_019.jpg']",0.0
"['Citynight_081.jpg', 'Owls_133.jpg', 'Stalactite_185.jpg', 'Owls_085.jpg', 'Owls_114.jpg', 'Surfs_058.jpg', 'Feasts_049.jpg', 'Billiardsball_195.jpg', 'Pumpkin_006.jpg', 'BWimage_016.jpg', 'Citynight_010.jpg']",0.1
"['Citynight_082.jpg', 'Feasts_061.jpg', 'Owls_099.jpg', 'Masks_140.jpg', 'Waterfall_070.jpg', 'Owls_037.jpg', 'Waterfall_077.jpg', 'Masks_192.jpg', 'Flower_083.jpg', 'Owls_074.jpg', 'Feasts_131.jpg']",0.0
"['Citynight_083.jpg', 'SubSea_040.jpg', 'ClassicalPainting_003.jpg', 'DeerAntelope_002.jpg', 'Owls_133.jpg', 'Flower_045.jpg', 'Citynight_132.jpg', 'Stalactite_131.jpg', 'Bus_031.jpg', 'Indoor_068.jpg', 'Stalactite_035.jpg']",0.1
"['Citynight_084.jpg', 'ClassicalPainting_094.jpg', 'ClassicalPainting_114.jpg', 'Indoor_184.jpg', 'Indoor_054.jpg', 'Dog_111.jpg', 'ClassicalPainting_075.jpg', 'Indoor_041.jpg', 'ClassicalPainting_040.jpg', 'Indoor_020.jpg', 'Doors_187.jpg']",0.0
"['Citynight_085.jpg', 'Baseball_134.jpg', 'Owls_015.jpg', 'Billiardsball_197.jpg', 'SubSea_065.jpg', 'Dog_093.jpg', 'SubSea_157.jpg', 'Flower_112.jpg', 'Pumpkin_114.jpg', 'Billiardsball_179.jpg', 'Desert_059.jpg']",0.0
"['Citynight_086.jpg', 'Owls_104.jpg', 'Owls_113.jpg', 'Stalactite_077.jpg', 'DeerAntelope_042.jpg', 'Owls_199.jpg', 'Owls_054.jpg', 'Sunset_086.jpg', 'Stalactite_194.jpg', 'Owls_014.jpg', 'ClassicalPainting_010.jpg']",0.0
"['Citynight_087.jpg', 'Feasts_170.jpg', 'Desert_080.jpg', 'Billiardsball_185.jpg', 'Owls_035.jpg', 'SubSea_121.jpg', 'Citynight_099.jpg', 'Pumpkin_009.jpg', 'Sunset_137.jpg', 'Owls_090.jpg', 'SubSea_107.jpg']",0.1
"['Citynight_088.jpg', 'Satelliteimage_022.jpg', 'Archit_098.jpg', 'Dog_007.jpg', 'Owls_074.jpg', 'Feasts_121.jpg', 'Planet_129.jpg', 'Citynight_134.jpg', 'Planet_141.jpg', 'Owls_053.jpg', 'Planet_038.jpg']",0.1
"['Citynight_089.jpg', 'Citynight_086.jpg', 'Citynight_127.jpg', 'Citynight_098.jpg', 'Owls_104.jpg', 'Cropcycle_030.jpg', 'Citynight_034.jpg', 'Stalactite_077.jpg', 'Stalactite_150.jpg', 'Doors_176.jpg', 'Owls_011.jpg']",0.4
"['Citynight_090.jpg', 'Flower_195.jpg', 'Feasts_061.jpg', 'Planet_171.jpg', 'Masks_140.jpg', 'Citynight_022.jpg', 'Citynight_082.jpg', 'Citynight_052.jpg', 'Owls_070.jpg', 'Feasts_131.jpg', 'Masks_192.jpg']",0.3
"['Citynight_091.jpg', 'Planet_168.jpg', 'Citynight_001.jpg', 'SubSea_166.jpg', 'Citynight_004.jpg', 'Citynight_100.jpg', 'Owls_115.jpg', 'SubSea_168.jpg', 'Sculpt_153.jpg', 'Flower_191.jpg', 'Dog_007.jpg']",0.3
"['Citynight_092.jpg', 'Indoor_108.jpg', 'Desert_098.jpg', 'ClassicalPainting_019.jpg', 'Pumpkin_024.jpg', 'Group_166.jpg', 'Indoor_109.jpg', 'ClassicalPainting_188.jpg', 'Sky_091.jpg', 'Castle_100.jpg', 'Archit_164.jpg']",0.0
"['Citynight_093.jpg', 'ClassicalPainting_086.jpg', 'Model_115.jpg', 'Planet_044.jpg', 'Flower_114.jpg', 'ClassicalPainting_078.jpg', 'Citynight_146.jpg', 'Planet_098.jpg', 'Flower_119.jpg', 'ClassicalPainting_073.jpg', 'Flower_142.jpg']",0.1
"['Citynight_094.jpg', 'Citynight_180.jpg', 'Billiardsball_195.jpg', 'Citynight_145.jpg', 'Surfs_150.jpg', 'Citynight_016.jpg', 'Feasts_171.jpg', 'Citynight_010.jpg', 'Citynight_053.jpg', 'Surfs_034.jpg', 'Citynight_103.jpg']",0.6
